Name	Set	ImageFile	Rarity	Type	Color	Cost	Ability	Family	Skill 1	Skill 2	Skill 3	Skill 4	Skill 5	Skill 6	Skill 7	Skill 8	Banned/Restricted
The ArmoredMothShinobi Tobikage	BSC20	BSC20-009.png	Rare	Spirit	Green	6		Vassal, Ninja Gale, Shellman	"[LV1][LV2] (When Summoned) Add one core from the void to each of your Spirits in the ""Ninja Gale"" and ""Shellman"" families."	[LV2] (Your Attack Step) While there is Soul Core on this Spirit, your opponent cannot activate their set burst.							
The SwordArmedGeneral Ash-Lion	BSC20	BSC20-020.png	Rare	Brave	Red	5		Emperor beast	Cost 5 or more	[When Braved] (When Attacks) Your opponent must destroy one of their Spirits/Ultimates with 7000 BP or less that does not have Soul Core on it.							
The FlameSacredBeast Homurawolf	BSC20	BSC20-002.png	Master Rare	Spirit	Red	6		Vassal, Emperor Beast	[LV1][LV2][LV3] (When Summoned) Destroy one opposing Spirit or Ultimate with 10000 BP or less. When Soul Core is used to pay the summon cost, additionally, you can summon one red Brave card from your hand without paying the cost.	[When Braved] [LV2][LV3] (Every Attack Step) When your opponent's Spirits are destroyed by the effects of your Spirits or Ultimates, draw 2 cards from your deck.							
The StrangeFangShinobi Tachikazewolf	BSC20	BSC20-008.jpg	Uncommon	Spirit/Burst	Green	5	Burst	Ninja Gale, Blade Beast	[ Burst: After Your Life is Decreased ]	Summon this spirit without paying the cost. While there is Soul Core in the reserve, additionally, add 2 cores from the void to this Spirit.	[LV2][LV3] (When Attacks) Exhaust 1 opposing Spirit.						
The BlueFlamesWisdomKing Agnius	BSC20	BSC20-X03.jpg	X-Rare	Spirit	Blue	8		Fighting Spirit	This Spirit card in your hand can be summoned at no cost after your opponent activates their set burst.	"[LV1][LV2] Your set burst can also activate with the conditions ""After Your Life is Decreased"" and ""When Your Spirit is Depleted/Destroyed by the Opponent""."	[LV2] (When Attacks) While Soul Core is on this Spirit, destroy one opposing Spirit or Ultimate with cost equal to or lesser than this Spirit's cost.						
Bone-Weasel	BSC20	BSC20-004.png	Uncommon	Spirit	Purple	2		Zombie	[LV2] (Start of Opponent's Attack Step) Your opponent sends a core from one of their Spirits to the Reserve. While there is Soul Core on this Spirit, instead, your opponent sends 2 cores from one of their Spirits to the Reserve.								
The OgreDeity Basara	BSC20	BSC20-X02.png	X-Rare	Spirit	Purple	8		Ogre Wizard, Zombie	[LV1][LV2][LV3] (When Summoned) For each core on this Spirit, move 1 core from 1 opposing Spirit or Ultimate to the Reserve. When a Spirit or Ultimate with Soul Core on it was depleted, move all the cores in the opposing Reserve to the Trash.	[LV2][LV3] (Every Attack Step) When one or more of your Purple Spirits become exhausted, move 1 core from 1 opposing Spirit or Ultimate to the Reserve.							
The FerociousDragonGeneral Hagundragon	BSC20	BSC20-003.png	Master Rare	Spirit	Red	8		War Dragon, Ancient Dragon	[LV1][LV2][LV3] Flash Evolution You may move any number of cores from Spirits you control to this Spirit.	[LV1][LV2][LV3] (Your Attack Step) Give your Spirit with Soul Core on it +10000 BP.	[LV2][LV3] (Every Attack Step) When your Spirits other than this Spirit are depleted through Evolution, this Spirit is refreshed.						
The BattleArrowDragon Byouha	BSC20	BSC20-001.png	Uncommon	Spirit	Red	4	Evolution (Awaken)	Vassal, War Dragon	[LV1][LV2] Flash Evolution - You may move any number of cores from Spirits you control to this Spirit.	[LV2] (Every Attack Step) When your Spirits other than this Spirit are depleted through Evolution, destroy one opposing Spirit with 4000 BP or less. When Soul Core is on this Spirit, additionally, draw 2 cards from your deck.							
The SengokuGoldDragon Ragou	BSC20	BSC20-X01.png	X-Rare	Spirit	Red	5	Evolution (Awaken)	Vassal, War Dragon	[LV1][LV2][LV3] Flash Evolution - You may move any number of cores from Spirits you control to this Spirit.	[LV1][LV2][LV3] (Every Attack Step) When your Spirits other than this Spirit are depleted through Evolution, you can summon one Spirit card in your hand with Evolution without paying the cost.	[LV2][LV3] (When Attacks) Destroy one opposing Spirit with 5000 BP or less.						
The DragonEmperor Siegfried (Revival)	BSC22	BSC22-X01.jpg	X-Rare	Spirit	Red	6	Evolution (Awaken)	Ancient Dragon	[LV1][LV2][LV3] Flash Evolution - You may move any number of cores from spirits you control to this spirit.	[LV1][LV2][LV3] While there is Soul Core on this spirit, treat this spirit as being its highest level.	[LV3] (When Destroyed by the Opponent) If your life is 5 or less, place 2 cores from the void to your life, and this Spirit remains on the Field in its current condition.						
The SevenShogun Desperado (Revival)	BSC22	BSC22-X02.jpg	X-Rare	Spirit	Purple	8		Nightling, Ogre Wizard	[LV1][LV2] (When Summoned) Move 1 core from all other spirits to their owner's Reserve. Gain core on this spirit equal to the number of spirits depleted due to this effect. If  Soul Core was used to pay the summon cost, increase the number of core sent from each opposing spirit by +2.	[LV2] (When Attacks) Move all but 1 core from an opposing spirit to the reserve.							
The Duke Kingtaurus (Revival)	BSC22	BSC22-X03.jpg	X-Rare	Spirit	Green	8		Shell Insect, Blade Beast	[LV1][LV2][LV3] (When Summoned) Gain 1 core from the void on this spirit for each spirit you control. 	[LV2][LV3] (When Attacks) When the opposing spirit in battle is depleted/destroyed, send one core from the opponent's life to their trash. By sending Soul Core from this spirit to your reserve, during this battle, your opponent cannot use flash effects.							
The ImpregnableFortress Odin (Revival)	BSC22	BSC22-X04.jpg	X-Rare	Spirit	White	6		Machine	[LV1][LV2][LV3] (When Attacks) By sending Soul Core on this spirit to your trash, for each nexus on every player's field, one of your white spirits cannot be blocked for the duration of this turn.	[LV2][LV3] This spirit and all nexuses are unaffected by effects of opposing Spirits/Ultimates.							
Tryswordon (Revival)	BSC22	12_315911.jpg	Common	Spirit	Red	2		Terra Dragon	[LV1] While Soul Core is on this spirit, all your Terra Dragon spirits gets +5000 BP. 	[LV2] (Opponent's Attack Step) This spirit cannot block spirits with BP lower than this spirit's BP.							
Taurusknight (Revival)	BSC22	13_315912.jpg	Common	Spirit	Red	4	Evolution (Awaken)	Mounted Warrior	[LV1][LV2][LV3] Flash Evolution - You may move any number of cores from spirits you control to this spirit.	[LV2][LV3] Once per turn, when Soul Core is moved to this Spirit through Evolution, destroy one opposing nexus.							
The Shaman Dragno (Revival)	BSC22	BSC22-014.jpg	Rare	Spirit	Red	4		Dragon	"[LV1][LV2] (When Summoned) Move one spirit card from your trash to your hand. If Soul Core is used to pay the cost, instead, you can summon one spirit card in the family ""Ancient Dragon"" from your trash without paying the cost."								
Jurassickle (Revival)	BSC22	19_315918_749671_20170426.jpg	Common	Spirit	Red	5		Terra Dragon	[LV1][LV2] (When Summoned) If Soul Core was used to pay the cost, during this turn, all of your Terra Dragon spirits get one additional red symbol.	[LV1][LV2] (When Attacks) This spirit gets +6000 BP until end of turn.							
The FlameDragon Ma-Gwo	BSC22	BSC22-021.jpg	Master Rare	Spirit	Red	6		Dragon, Ancient Dragon	"[LV1][LV2][LV3] This spirit gets +5000 BP for each ""Dragon"" spirit you control."	[LV2][LV3] (When Attacks) Destroy one opposing spirit with 10000 BP or less. When a spirit is destroyed by this effect, by sending Soul Core from this spirit to another spirit, this spirit is refreshed.							
The Fire LithoGraphica Phoenixious (Revival)	BSC22	BSC22-023.jpg	Master Rare	Spirit	Red	7		Flying Fang	[LV1][LV2] (When Summoned) Destroy all opposing spirits with 6000 BP or less. When a spirit is destroyed by this effect, add 2 cores from the void to your reserve.	[LV2] (When battles) Add one core from the void to this spirit.							
The DragonicFortress Giga (Revival)	BSC22	BSC22-025.jpg	Master Rare	Spirit	Red	8		Machine Dragon	[LV1][LV2] (When Summoned) By destroying an opposing spirit with 12000 BP or less, send up to 5 cores from your trash to this spirit.	[LV2] (When Battles) You may move Soul Core from your spirits or reserve to any other spirits or nexuses you control.							
Grip-Hands (Revival)	BSC22	30_315929.jpg	Common	Spirit	Purple	3		Darkling	[LV1][LV2] (When Summoned) Draw one card from your deck. If Soul Core is used to pay the cost, additionally, destroy one opposing spirit with only one core on it.								
Gawrm (Revival)	BSC22	32_315931.jpg	Common	Spirit	Purple	2		Zombie	[LV2] (When Destroyed) Send two cores from any opposing spirits to the reserve and return this spirit to your hand.								
Bi-Python (Revival)	BSC22	34_315933.jpg	Uncommon	Spirit	Purple	3		Dark Snake	[LV1][LV2] (When Attacks) By sending Soul Core from this spirit to your trash, draw 2 cards from your deck.								
Sha-Zoo (Revival)	BSC22	36_315935_691305_20160104.jpg	Common	Spirit	Purple	3		Spiritual Beast	[LV1][LV2] (When Destroyed) Exhaust up to two spirits. While there is Soul Core in your trash, instead, send two cores from any opposing spirits to the reserve.								
Cobraiga (Revival)	BSC22	41_315940.jpg	Common	Spirit	Purple	4		Dark Snake	[LV1][LV2] (When Summoned) Send all but one core from an opposing Spirit/Ultimate to the Reserve.								
Mistweasel (Revival)	BSC22	42_315941.jpg	Common	Spirit	Purple	5		Spiritual Beast	Treat this spirit card in your trash as cost 2.	[LV1][LV2] (When Destroyed) Draw 3 cards from your deck.							
The Ripper Headiless (Revival)	BSC22	45_315944.jpg	Common	Spirit	Purple	5		Zombie	[LV1][LV2] (When Destroyed) Send 3 core from your opponent's Spirits to the Reserve, then return this spirit to your hand.								
The PhantomDragon Sheyron (Revival)	BSC22	BSC22-046.jpg	Master Rare	Spirit	Purple	6		Nightling, Dark Snake	[LV1][LV2] (When Summoned) Move all but one core from all opposing spirits and Ultimates to the Reserve. If it is your turn and Soul Core is in your Trash, move those cores to your opponent's Trash.	"[LV2] (Your Attack Step) All your spirits in the family ""Dark Snake"" cannot be blocked by spirits or ultimates with only one core on them."							
The Witch Naja (Revival)	BSC22	BSC22-047.jpg	Rare	Spirit	Purple	6		Evil Deity	[LV1][LV2] (When Battles) Send two cores from any opposing Spirits/Ultimates to the reserve. Exhaust all Spirits/Ultimates that had core moved due to this effect.								
Emeant (Revival)	BSC22	55_315954.jpg	Common	Spirit	Green	2		Parasite	[LV1][LV2] The core on all your green spirits cannot become 0 due to your opponent. [LV1][LV2] (When Destroyed) All spirits you control get +3000 BP until end of turn.								
Gularva (Revival)	BSC22	57_315956.jpg	Common	Spirit	Green	3		Parasite	[LV1][LV2] While there is Soul Core on this spirit, all your Shell Insect/Parasite spirits get +4000BP.	[LV1][LV2] (Permanent) Each time one or more cores are put on this spirit due to the effect of a spirit, nexus, or spell, increase that number by one.							
Apewhip (Revival)	BSC22	61_315960_673865_20170307.jpg	Rare	Spirit	Green	4		Imp	[LV1][LV2] (When Summoned): Add one core from the void to your reserve. If Soul Core is used to pay the summon cost, additionally, add two cores from the void to your trash.								
Hungrytree (Revival)	BSC22	BSC22-062.jpg	Rare	Spirit	Green	4		Plant Spirit	[LV1][LV2] (When Destroyed/Depleted by the Opponent) Discard one card from your opponent's hand without looking at the contents. After this effect activates, if your opponent has 5 or more cards in their hand, discard two cards from your opponent's hand without looking at the contents.								
Stagrove (Revival)	BSC22	66_315965.jpg	Uncommon	Spirit	Green	4		Imp	[LV2] (When Attacks) Gain 1 core on target spirit you control except this spirit. By sending Soul Core from this spirit to the Reserve, this spirit is refreshed.								
Swallowivy  (Revival)	BSC22	67_315966.jpg	Uncommon	Spirit	Green	5		Song Bird	[LV1][LV2] (When Summoned) Reveal the top 5 cards of your deck. If there are 1 or more green spirit card or nexus cards among them, move 1 of them to your hand. Return the rest to the bottom of your deck in any order.								
The AirMaster Aquilers	BSC22	69_315968.jpg	Common	Spirit	Green	5		Winged Beast	[LV1][LV2] (When Summoned) Put 2 core from the void on a spirit you control.								
Baby-Loki (Revival)	BSC22	77_315976.jpg	Common	Spirit	White	2		Machine	[LV2] (When Blocks) This Spirit gets +3000 BP. Also, exhaust one opposing Spirit.								
Fenrircannon (Revival)	BSC22	80_315979.jpg	Common	Spirit	White	3		Machine Beast	[LV1][LV2] (When Blocks) This spirit gets +5000 BP, and one of your white spirits besides this one is refreshed.								
Queen-Valkyrie 	BSC22	86_315985.jpg	Common	Spirit	White	4		Android	[LV1][LV2] This spirit is unaffected by the effects of the opponent's spirits and magic.	[LV2] (When Battles) By sending Soul Core from this spirit to your trash, this spirit is refreshed.							
The ShieldSpirit Dis	BSC22	BSC22-093.jpg	Master Rare	Spirit	White	5		Clown	[LV1][LV2] (When Attacks) Each time this spirit is blocked, return one opposing spirit except the one blocking this spirit to the hand. After doing so, add two cores from the void to this spirit.	[LV2] (When Destroyed) This spirit remains on field in the same position, and one of your spirits except this one is refreshed.							
Gran-Dolbalkan (Revival)	BSC22	BSC22-094.jpg	Rare	Spirit	White	5		Machine Beast	[LV1][LV2][LV3] Flash (When Battles) By moving one core from your reserve to your trash, immediately end this battle. When Soul Core is sent to the trash through this effect, this spirit is refreshed.								
The AutoEmpress Sol (Revival)	BSC22	BSC22-096.jpg	Rare	Spirit	White	8		Ice Princess	This spirit card in your hand can be summoned at no cost when your white spirit is destroyed by the opponent.	[LV1][LV2] (Your Opponent's Attack Step) This spirit can block when exhausted.	[LV1][LV2] (When Depleted/Destroyed by the Opponent) When this spirit is depleted/destroyed on the opponent's turn, once this battle ends, end the attack step.						
The SteelWyvern Valkyrious 	BSC22	BSC22-097.jpg	Rare	Spirit	White	8		Machine Dragon	[LV1][LV2][LV3] (When Battles) This spirit gets +10000 BP. By sending Soul Core from this spirit to the trash, additionally, return two Spirits/Ultimates with 15000 BP or less to the hand.								
The Canyon Where Sage lives (Revival)	BSC22	99_315998.jpg	Uncommon	Nexus	Red	4			[LV1] (Your Draw Step) Draw 1 card. Then, discard 1 card.	[LV2] (Your Draw Step) Draw 1 card. When your life is two or less, draw one more card.							
The Ancient Dragon Territory (Revival)	BSC22	101_316000.jpg	Common	Nexus	Red	6			[LV1][LV2] (Your Turn) When an opposing spirit is destroyed, one of its cores goes to the void, not the reserve.	"[LV2] (Your Attack Step) When an opposing spirit is destroyed, you can summon an ""Ancient Dragon"" spirit card from your hand without paying the cost."							
The Lost of Old Castle (Revival)	BSC22	102_316001.jpg	Common	Nexus	Purple	4			[LV1][LV2]All your purple spirits get +2000 BP.	[LV2] (Your Start Step) If the amount of cards in your hand is equal to or less than the cards in your opponent's hand, you can summon any number of Cost 3 or below spirits from your Trash.							
The Swamp of Drain Life (Revival)	BSC22	103_316002.jpg	Uncommon	Nexus	Purple	5			[LV1][LV2] (Your Start Step) Move all cores in your opponent's Reserve and one core from any opposing spirit to the opponent's Trash.	LV2] (Your Start Step) For each Ogre Wizard spirit you control, send one core from any opposing spirit to the Reserve.							
The Historic Battlefield of the Cursed (Revival)	BSC22	BSC22-104.jpg	Rare	Nexus	Purple	6			[LV1][LV2] Each time an opposing Spirit/Ultimate is exhausted, draw 1 card from your deck.	[LV2] (Your Attack Step) By sending Soul Core from this nexus to your trash, destroy one opposing blocking Spirit or Ultimate.							
The Shackles of Doom(Revival)	BSC22	105_316004.jpg	Uncommon	Nexus	Purple	6			[LV1][LV2] (Each Player's Attack Step) Spirits/Ultimates with only one core on them cannot attack or block.	[LV2] (Opponent's Attack Step) Unless the opponent sends two cores from an attacking Spirit/Ultimate to the trash, they cannot attack.							
The Hermit Wise Tree (Revival)	BSC22	BSC22-106.jpg	Common	Nexus	Green	4			[LV1][LV2] (Every Attack Step) All your spirits get +1000 BP for each exhausted spirit you control when comparing BP.	[LV2] (Your End Phase) Refresh all exhausted spirits you control. When there is Soul Core on this nexus, also add one core from the void each to all your spirits which were refreshed.							
The Fruit of Life (Revival)	BSC22	107_316006.jpg	Uncommon	Nexus	Green	4			[LV1][LV2] When your opponent decreases your life, draw one card from your deck.	[LV2] When your opponent decreases your life, place a core from the void to your Reserve and exhaust an opposing Spirit.							
The Anthill (Revival)	BSC22	108_316007.jpg	Uncommon	Nexus	Green	5			[LV1][LV2] (During Opponent's Attack Step) Each time a spirit you control defeats a spirit, refresh the spirit that blocked in that battle.	"[LV2] (During Your Attack Step) Each time a spirit you control defeats a spirit, refresh the spirit that attacked in that battle, and summon one card from your hand in the family ""Parasite"" from your hand without paying the cost."							
The Timeless Ice Field (Revival)	BSC22	110_316009.jpg	Common	Nexus	White	3			[LV1][LV2] (Opponent's Attack Step) All blocking spirits you control get +3000 BP.	[LV2] (Start of Opponent's Attack Step) Target spirit your opponent controls must attack and make the first attack of the turn.							
The Castle of Eternal Snow (Revival)	BSC22	112_316011.jpg	Uncommon	Nexus	White	5			[LV1][LV2] (Your Start Step) Move target opposing nexus to its owner's hand. When Soul Core is on this nexus, instead, return one opposing nexus to the top of your opponent's deck.	[LV2] (Your Start Step) Return target opposing Spirit/Ultimate to its owner's hand.							
The Invaded Silver Snow (Revival)	BSC22	113_316012.jpg	Common	Nexus	White	5			"[LV1][LV2] (Start of Your Opponent's Attack Step) Move all cores in your trash to your reserve. When Soul Core is moved to your reserve by this effect, refresh all your spirits in the family ""Machine""."	[LV2] (During Opponent's Battle Phase) Each time a spirit you control is depleted/destroyed by opposing effects, add two cores from the void to your reserve.							
Buster Spear (Revival)	BSC22	BSC22-114.jpg	Rare	Magic	Red	3			(Flash Step)(Your Main Phase) Destroy target nexus. If you destroyed a nexus your opponent controls, draw 2 cards.								
Awaken (Revival)	BSC22	115_316014.jpg	Common	Magic	Red	3			(Flash) Move 3 cores from your Reserve to target spirit you control, then draw 1 card. If Soul Core was moved to your spirit by this effect, give that spirit +5000 BP for the duration of this turn.								
Double Draw (Revival)	BSC22	117_316016.jpg	Common	Magic	Red	4			"(Your Main Phase) Draw 2 cards. If Soul Core is used to pay the cost, after that, you may summon one ""The DragonEmperor Siegfried"" from your hand without paying the cost."	(Flash Step)(Your Main Phase) Target spirit gets +2000BP until end of turn.							
Call of Lost (Revival)	BSC22	118_316017.jpg	Common	Magic	Red	4			(Main) Move one Spirit/Ultimate card from your Trash to your hand.	(Flash) Target spirit gets +2000BP until end of turn.							
Buster Phalanax (Revival)	BSC22	120_316019.jpg	Uncommon	Magic	Red	5			(Main) Destroy all Nexuses.	(Flash) If Soul Core was used to pay the cost, destroy all opposing Nexuses.							
Flame Tempest (Revival)	BSC22	BSC22-122.jpg	Rare	Magic	Red	6			(Flash Step)(Your Main Phase) Destroy all Spirits and Ultimates with 3000 BP or less. If Soul Core is used to pay the cost, destroy all opposing Spirits and Ultimates with 7000 BP or less.								
Flame Dance (Revival)	BSC22	121_316020.jpg	Common	Magic	Red	5			(Flash) Destroy target Spirit/Ultimate with 4000 BP or less. If Soul Core was used to pay the cost, instead, destroy target Spirit/Ultimate with 10000 BP or less.								
Return Draw (Revival)	BSC22	123_316022.jpg	Common	Magic	Purple	2			"At the start of your attack step, you can return one ""Return Draw"" from your trash to your hand. This effect can only be used once per turn. "	(Main) During this turn, each time a spirit you control returns to your hand, draw 1 card. 	(Flash) Target spirit gets +1000BP until end of turn.						
Shadow Elixir (Revival)	BSC22	125_316024.jpg	Uncommon	Magic	Purple	4			(Flash) Move 1 core from your reserve to your life. If Soul Core was used to pay the cost, additionally, draw one card from your deck.								
Deadly Balance (Revival)	BSC22	124_316023.jpg	Common	Magic	Purple	3			(Flash Step)(Your Main Phase) Your opponent must destroy one spirit they control. After that, you must destroy one spirit you control. If Soul Core is used to pay the cost, instead, your opponent must destroy one Ultimate they control. After that, you must destroy one spirit you control.								
Killer Telescope (Revival)	BSC22	126_316025.jpg	Common	Magic	Purple	4			(Your Main Phase) During this turn, spirits you control may attack exhausted spirits your opponent controls. If Soul Core is used to pay the cost, all your spirits get +3000 BP.	(Flash Step)(Your Main Phase) Target spirit gets +2000 BP until end of turn.							
Chaos Draw (Revival)	BSC22	BSC22-127.jpg	Rare	Magic	Purple	5			(Your Main Phase) Draw 1 card for each exhausted spirit your opponent controls. If Soul Core is used to pay the cost, instead destroy all exhausted opposing spirits, and draw one card from your deck for each spirit destroyed.	(Flash Step)(Your Main Phase) Target spirit gets +3000BP until end of turn.							
Dark Coffin (Revival)	BSC22	130_316029.jpg	Common	Magic	Purple	7			(Flash) Destroy one exhausted Spirit and one exhausted Ultimate.								
Binding Thorn (Revival)	BSC22	132_316031.jpg	Common	Magic	Green	2			(Flash) Exhaust target spirit your opponent controls. When there is Soul Core in your reserve, additionally, one of your spirits gets +3000 BP for the duration of this turn.								
Power Aura (Revival)	BSC22	133_316032.jpg	Common	Magic	Green	3			(Flash) Draw 1 card from your deck. Additionally, all your spirits/Ultimates get +3000 BP until end of turn.								
Relation Soul (Revival)	BSC22	135_316034.jpg	Common	Magic	Green	4			(Flash) For each exhausted opposing Spirit/Ultimate, target spirit gets +5000 BP.								
Hand Reverse (Revival)	BSC22	Hand_revival.jpg	Uncommon	Magic	Green	5			(Your Main Phase) Discard your entire hand (at least one card). Then, draw until you have the same number of cards in your hand as your opponent does in their hand. If Soul Core is used to pay the cost, additionally, draw one card from your deck.	(Flash Step)(Your Main Phase) Target spirit gets +3000BP until end of turn.							
Feather Barrier (Revival)	BSC22	137_316036.jpg	Common	Magic	Green	5			(Flash) During this turn, one of your battling Spirits/Ultimates is unaffected by opposing effects.								
Binding Woods (Revival)	BSC22	BSC22-138.jpg	Rare	Magic	Green	7			(Your Main Phase) Select 1 color. Then, exhaust all unexhausted spirits with the selected color.	(Flash Step)(Your Main Phase) If Soul Core is used to pay the cost, select 1 color. Then, exhaust all unexhausted spirits with the selected color.							
Pure Elixir (Revival)	BSC22	139_316038.jpg	Common	Magic	White	3			(Flash Step)(Your Main Phase) Refresh all exhausted Spirits and Ultimates you control. Those Spirits/Ultimates cannot attack this turn.								
Divine Chain (Revival)	BSC22	BSC22-140.jpg	Rare	Magic	White	3			(Flash Step) Your opponent cannot used cards from their hand during the flash timing of this battle. While there is Soul Core on your spirit, additionally, your opponent cannot activate their set burst.								
Silent Wall (Revival)	BSC22	141_316040.jpg	Uncommon	Magic	White	4			(Flash) At the end of the battle, end the attack step. If your life is 2 or less, additionally, return 1 opposing non-battling spirit to the hand.								
Defensive Aura (Revival)	BSC22	142_316041.jpg	Common	Magic	White	4			(Flash) All blocking spirits you control get +6000BP until end of turn. If Soul Core was used to pay the cost, all your The ImpregnableFortress Odin can block while exhausted.								
Leak Drive (Revival)	BSC22	145_316044.jpg	Common	Magic	White	6			(Flash) Immediately end this battle. If Soul Core is used to pay the cost, additionally, return one opposing Spirit or Ultimate to the hand.								
Attack Shift (Revival)	BSC22	146_316045.jpg	Common	Magic	White	7			(Your Main Phase) The (When Blocks) effects of your Spirits/Ultimates activate at (When Attacks) until the end of this turn. 	(Flash Step)(Your Main Phase) Target spirit gets +10000 BP until end of turn.							
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
	BSC22																
The SwordsSaintGhost Eaglen	BSC21	BSC21-001_500.jpg	Uncommon	Spirit	Purple	5	Catalyze	Catalyst, Sword Master, Ogre Wizard	"[LV1][LV2][LV3] (When Summoned) Summon one Brave card in the family ""Exalted Sword"" from your trash without paying the cost."	[LV2][LV3] Catalyze: All Color (When Attacks) By sending Soul Core from this Spirit to your trash, immediately activate your set Soul Burst.							
The CleverMachineSwordsSaint Ryoudan'ou	BSC21	Bsc21-002_500.jpg	Rare	Spirit	White	5	Catalyze	Catalyst, Sword Master, Clever Machine	[LV1][LV2] Catalyze: All Color (When Attacks) By sending Soul Core from this Spirit to your trash, immediately activate your set Soul Burst. After that effect activates, discard one opposing Burst.	"[LV2] (When Attacks) Summon one Brave card in the family ""Exalted Sword"" from your hand without paying the cost."							
The SwordsSaintWisdomKing Shura	BSC21	BSC21-003_500.jpg	Uncommon	Spirit	Blue	5	Catalyze	Catalyst, Sword Master, Fighting Spirit	"[LV1][LV2][LV3] (When Summoned) Summon one Brave card in the family ""Exalted Sword"" from your hand without paying the cost."	[LV2][LV3] Catalyze: All Color (When Attacks) By sending Soul Core from this Spirit to your trash, immediately activate your set Soul Burst.							
Shishio	BSC21	BSC21-004.png	Rare	Brave/Soul Burst	Red	4	Soul Burst	Exalted Sword	Cost 4 or more	[ Soul Burst: When your life is decreased ]	Destroy 1 opposing Spirit/Ultimate with 7000 BP or less. If this burst is activated through Catalyze, in addition, destroy 1 opposing Spirit/Ultimate with 15000 BP or less. After this effect resolves, summon this brave without paying the cost.						
The DemonBlade Murasame	BSC21	BSC21-005_500.jpg	Master Rare	Brave/Soul Burst	Purple	5	Soul Burst	Exalted Sword	Cost 5 or more	[ Soul Burst: After Your Spirit is Depleted/Destroyed by the Opponent ]	Send 3 cores from one opposing Spirit to the reserve. After this effect activates, summon this Brave card without paying the cost.	[When Braved] Flash (When Attacks) Once per turn, by sending one core from any opposing Spirit to another opposing Spirit, draw one card from your deck.					
Hotarumaru	BSC21	BSC21-006_500.jpg	Uncommon	Brave	Green	4		Exalted Sword	Cost 4 or more	"[When Braved] When your Spirits/Ultimates in the family ""Catalyst"", ""Sword Master"", or ""Exalted Sword"" battle, your opponent cannot activate their set burst."							
The WindWingBlade Doujikiri	BSC21	BSC21-007.png	Rare	Brave/Soul Burst	Green	5	Soul Burst	Exalted Sword	Cost 4 or more	[ Soul Burst: After your opponent activates a Spirit/Brave's (When Summoned) effect ]	Exhaust any number of Spirits/Ultimates up to a total of cost 12. After this effect resolves, summon this Brave card without paying the cost.	[When Braved] Flash (Your Attack Step) You can brave this Brave to another of your Spirits.					
Ichigo Hitofuri	BSC21	BSC21-008_500.jpg	Uncommon	Brave	White	4		Exalted Sword	Cost 4 or more	[When Braved] (Start of Your Opponent's Attack Step) Target one opposing Spirit. That Spirit must make the first attack of the step and attack this Spirit if possible							
Himetsuruichimonji	BSC21	BSC21-009_500.jpg	Uncommon	Brave/Soul Burst	Yellow	4	Soul Burst	Exalted Sword	Cost 4 or more	"This Brave/Brave card does not count towards the total number of Braves that your ""The SwordsSaintPrincess Tsuru"" can brave with."	[ Soul Burst: After Your Life is Decreased ]	Return one yellow card from your trash to your hand. After that, summon this Brave card without paying the cost.					
The ThunderLifeBlade Mikazuki	BSC21	BSC21-010.png	Master Rare	Brave/Soul Burst	Yellow	6	Soul Burst	Exalted Sword	Cost 5 or more	[ Soul Burst: After the opponent depletes or destroys your Spirit ]	During this turn, all of the opponent's spirits and nexuses lose all their abilities, and cannot gain new ones. After this effect resolves, summon this brave without paying the cost.	[When Braved] (When Battles) At the end of the battle, by setting a burst card from your hand, refresh this spirit. This ability can be used only once per turn.					
Ookurikara	BSC21	BSC21-011_500.jpg	Uncommon	Brave	Blue	4		Exalted Sword	Cost 4 or more Spirit/Ultimate	When you summon a Cost 8 Ultimate, this Brave card in your trash returns to your hand.	[When Braved] Treat this Brave as Cost 2.						
The WaterSupremeBlade Juzumaru	BSC21	BSC21-012.png	Master Rare	Brave/Soul Burst	Blue	5	Soul Burst	Exalted Sword	Cost 5 or more	[ Soul Burst: After your opponent increases their hand due to their effects ]	Look at the entire contents of your opponent's hand and discard 1 magic card from among them. After this effect resolves, summon this Brave card without paying the cost.	[When Braved] (Your Attack Step) Treat this Spirit as being its highest level.					
