Name	Set	ImageFile	Rarity	Type	Color	Cost	Ability	Family	Skill 1	Skill 2	Skill 3	Skill 4	Skill 5	Skill 6	Skill 7	Skill 8	Banned/Restricted
Death Accompany	BS20	Death_Accompany.jpg	Common	Magic	Purple	4			(Main Phase) During this turn, when your spirits are destroyed by your opponent, move 2 cores from any opposing spirits to your opponent's reserve.	(Flash Step) During this turn, target spirit gets +3000BP.							
Wind Pressure	BS20	Windpressure2.jpg	Common	Magic	Green	2			"Main - During this turn, all your spirits in the ""Winged Beast"" family get +2000 BP."	Flash - Exhaust 1 opposing spirit.							
Absorb Power	BS20	Absorbpower2.jpg	Uncommon	Magic	Green	5			Flash - Choose 1 spirit you control. During this turn, when that spirit defeats only the opposing spirit by comparing BP, refresh it.	[Rush(Condition: White Symbol)] While you have a white symbol, the effect below remains active. White Symbol : Return 1 spirit you opponent controls to their hand.							
Darkness Aura	BS20	Darknessaura1.jpg	Common	Magic	White	3			Flash - Target Spirit gains +3000 BP until end of turn.	[Rush(Condition: Yellow Symbol)] While you have a yellow symbol, the effect below remains active. Yellow Symbol : Target opposing Spirit gets -3000 BP until end of turn.							
Perfect Repair	BS20	Perfect_Repair.jpg	Uncommon	Magic	White	4			(Flash) Refresh 1 of your spirits. After that, all spirits refreshed by this effect cannot be affected by opposing spirit effects until end of turn.								
Steal Heart	BS20	BS20-081_500x730.jpg	Rare	Magic	Yellow	3			(Flash Step) During this turn, 1 opposing spirit has zero symbols. This effect can't be used during the main step.								
Lightning Attack	BS20	Lightningattack1.jpg	Common	Magic	Yellow	5			Flash - During this turn, one opposing spirit gets -3000BP.	[Rush(Condition: Purple Symbol)] While you have a purple symbol, the effect below remains active. Purple Symbol : Destroy 1 exhausted opposing spirit with 5000BP or less.							
Call of the Deep	BS20	Callofthedeep2.jpg	Uncommon	Magic	Blue	3			"Flash - Destroy 1 opposing spirit with effect of ""cannot be blocked""."	[Rush(Condition: Green Symbol)] While you have a green symbol, the effect below remains active. Green Symbol : Exhaust 1 opposing spirit, or exhaust 2 opposing spirits with cost 4 or less.							
Finishing Blow	BS20	Finishingblow1.jpg	Common	Magic	Blue	4			(Flash) During this battle, 1 of your spirits gets +3000 BP. When that spirit destroys only the opposing spirit by comparing BP, discard the top 7 cards of your opponent's deck.								
The FlashDragonEmperor TheEnd-Dragonis	BS20	The_FlashDragonEmperor_TheEnd-Dragonis.jpg	X-Rare	Spirit	Red	9		Ruin Dragon	[LV1][LV2][LV3][LV4] Cores on your destroyed spirits are moved to this spirit instead of your reserve.	"[LV2][LV3][LV4] (Your Attack Step) When your spirits' attacks except ""The FlashDragonEmperor TheEnd-Dragonis"" are blocked by opposing spirits, refresh this spirit."	[LV3][LV4] (Flash Step) (When Attacks) By destroying 1 of your spirits, refresh this spirit. This effect can only be used up to 3 times per turn.						
The BlackCorpseKing Baldanders	BS20	BS20-x02_500x730.jpg	X-Rare	Spirit	Purple	7	Rush	Zombie	[LV1][LV2][LV3] (When Attacks) Destroy 1 exhausted opposing spirit with cost 7 or less.	[Rush(Condition: Red Symbol)] The following effect remains active while you have a red symbol. Red Symbol : Your opponent must block if possible.	[LV2][LV3] (When Destroyed) Choose and discard 1 random card from your opponent's hand. If a spirit card is discarded due to this effect, this spirit remains on the field in refreshed position.						
The BirdBushin Shishigui	BS20	Bs20-x03_500x730.jpg	X-Rare	Spirit	Green	5		Winged Beast	"[LV1][LV2][LV3] (Your Attack Step) When your spirits in the family ""Winged Beast"" attack, exhaust 1 opposing spirit with BP less than or equal to the attacking spirit."	"[LV2]LV3] (Your Attack Step) For each of your spirits in the family ""Winged Beast"", all your green spirits get +1000 BP."	"[LV3] (Your End Step) Refresh all your spirits in the family ""Winged Beast""."						
The BlackHeavenFox Nega-Ninetail	BS20	BS20-x04_500x730.jpg	X-Rare	Spirit	White	7	Rush	Machine Beast	This spirit card in your hand can be summoned without paying the cost when your cost 6 or more white spirit is destroyed by the opponent.	[LV2][LV3] (When Battles) Return opposing spirits back to their hand up to a total BP of this spirit's BP.	[Rush(Condition: Green/Yellow Symbol)] The following effects remains active while you have a Green/Yellow symbol respectively. Green Symbol : Your opponent cannot activate their burst. Yellow Symbol : This spirit cannot be blocked by opposing spirits.						
The ArcAngelia Raraphael	BS20	BS20-x05_500_730.jpg	X-Rare	Spirit	Yellow	7	Charge	Divine Spirit	"[LV1][LV2][LV3] (Your Attack Step) When your spirits in the family ""Divine Spirit"" attack, 1 opposing spirit gets -3000 BP until end of turn."	[LV2][LV3] (When Attacks) When opposing spirits have their BP brought to 0, you can return all opposing spirits that have their BP brought to 0 to the top of their deck.	[LV3] Charge - Increase the BP decrease of your effects by 1000.						
The ShinraNagarjuna Leaf-Seedra	BS20	BS20-x06_500x730.jpg	X-Rare	Spirit	Blue	7	Rush	Fusion Beast	[LV1][LV2][LV3] The opponent can only activate burst of the same gem color as the symbols on their field.	[LV2][LV3] (When Attacks) The opponent cannot use any magic cards.	[Rush(Condition: Green Symbol)] The following effect remains active while you have a green symbol. Green Symbol : When only the opposing spirit is destroyed by comparing BP, move 2 cores from the opponent's life to their reserve.						
The Criminal's SkullBlade Executioners	BS20	The_OffensiveSkullBlade_Executioners.jpg	X-Rare	Brave	Purple	5	Immortality	Exalted Sword	"Immortality: Zombie (Every Attack Step) This brave card in your trash can be summoned when your spirits in the family ""Zombie"" is destroyed."	[When Braved] (When Battles) By destroying this brave, your opponent chooses 1 of their spirits to destroy.							
The LightWingsDivineBlade Angelicfeather	BS20	Angelicfeather2.jpg	X-Rare	Brave	Yellow	5	Charge	Exalted Sword	[LV1] Charge - Increase the BP decreasing of your effects by 1000.	[When Braved] Charge - Increase the BP decreasing of your effects by 1000.	[When Braved] (When Brave Attacks) During this turn, 1 opposing spirit gets -3000 BP. If that spirit is brought to 0 BP for the first time this turn, refresh this spirit.						
Yamabakka	BS21	Yamabakka1.jpg	Common	Spirit	Red	1		Emperor Beast	[LV2] (Each Player's Attack Step) When your opponent destroys a green spirit you control, Draw 1 card from your deck. This effect can't be duplicated.								
WolfDragon	BS21	Wolfdragon1.jpg	Common	Spirit	Red	2	Charge	Astral Dragon, Astral Soul	[LV1][LV2] Charge - Increase the BP limit of your destruction effects by 1000.								
Combopelta	BS21	Combopelta1.jpg	Common	Spirit	Red	3	Rush	Terra Dragon	[LV1][LV2][LV3] (When Attacks) This Spirit gets +3000 BP.	[Rush(Condition: Purple/Yellow Symbol)] The effect below remains active while you have a Purple/Yellow Symbol.	Purple core: Move 1 core from any opposing Spirits with cost 2 or less to the reserve.	Yellow core: When only the opposing Spirit is destroyed by comparing BP, move 1 core from the void to your life.					
Herbig-Wyvern	BS21	Herbig-Wyvern2.jpg	Uncommon	Spirit	Red	3	Charge	Astral Dragon 	[LV1][LV2] Charge - Increase the BP limit of your destruction effects by 1000. 	[LV2] (Your Main Step) When you summon a spirit with a cost of 5 or more, Draw 1 card from your deck. This effect can only be used once per turn.							
Blade-Pteras	BS21	Bladepteras1.jpg	Common	Spirit	Red	4		Flying Fang									
The LongArmBladeMaster Asuquina	BS21	Asuquina1.jpg	Uncommon	Spirit	Red	5		Sword Master, Emperor Beast	LV1][LV2] (When Attacks) Draw 1 card from your Deck.	"[LV2] [When Braved] (Your Attack Step) When your Spirits in the family ""Emperor Beast"" other than this Spirit attack, Draw 1 card from your Deck."							
The RichlyColoredDragon Peacock-Wyvern	BS21	BS21-007_500x730.jpg	Master Rare	Spirit	Red	5		Astral Dragon, Astral Soul	"[LV1][LV2] (When Attacks) For each ""Astral Soul"" spirit you control, destroy 1 opposing spirit with 3000 BP or less."	"[LV2] (Your Attack Step) All your spirits with Charge are given the family ""Astral Soul""."							
Garunotaurus	BS21	Garunotaurus1.jpg	Common	Spirit	Red	6	Rage (Clash)	Terra Dragon	[LV1][LV2][LV3] Rage (When Attacks) Your opponent must block if possible.								
The WarCaneDragon Mashunosaurus	BS21	The_WarCaneDragon_Meishunosaurus.jpg	Rare	Spirit	Red	8	Rush	Terra Dragon	[LV1][LV2][LV3] (When Attacks) You can target and attack 1 opposing Spirit.	[Rush(Condition: Yellow Symbol)] The effect below remains active while you have a Yellow Symbol.	Yellow core: When only the opposing Spirit is destroyed by comparing BP, move 1 core from the Void to your Life.	[LV2][LV3] (Your Attack Step) All your Red and/or Yellow Spirits gets +3000 BP.					
Marshbil	BS21	Marshbil1.jpg	Common	Spirit	Purple	0		Darkling									
Jangohebi	BS21	Jangohebi2.jpg	Common	Spirit	Purple	1	Curse	Dark Snake	[LV2][LV3] Curse (During Your Battle Phase) Each time this spirit is blocked, destroy the spirit that blocked this spirit at End of Battle Step.								
Bone-Boar	BS21	Boneboar1.jpg	Uncommon	Spirit	Purple	2		Zombie	[LV2] (Your Main Step) When you summon a Blue Spirit, Draw 1 card from your deck. This effect can only be used once per turn.								
The PhantomThiefBat Bunnygirl	BS21	Thiefbunnygirl1.jpg	Common	Spirit	Purple	3		Nightling	[LV1][LV2][LV3] (Each Player's Main Step) Each player can't take core from the void. 	[LV2][LV3] (Each Player's Attack Step) Each player can't move core from their trash to their field or reserve.							
The GrimSnake Boomsnake	BS21	The_GrimSnake_Boom-Snake.jpg	Master Rare	Spirit	Purple	4		Dark Snake	[LV1][LV2][LV3] (When Summoned) Move 1 core from every cost 3 opposing Spirits to their reserve. For each Spirit who have the number of cores on them brought to 0 due to this effect, Draw 1 card from your deck.	[LV2][LV3] (Your Attack Step) At the beginning of the Step, by exhausting this Spirit, during this turn, treat 1 of your Spirits as having no color.							
The DeathBladeMaster Durabone	BS21	Durabone1.jpg	Uncommon	Spirit	Purple	5	Rush	Sword Master, Zombie	[LV1][LV2][LV3] (When Summoned) Draw 1 card from your deck. 	[When Braved][LV2][LV3] (When this Spirit Brave Attacks) Destroy 1 exhausted opposing spirit.	[Rush(Condition: White/Yellow Symbol)] The effect below remains active while you have a White/Yellow symbol.	White core: Return 1 opposing spirit with a cost of 5 or less to their hand. 	Yellow core: This spirit can't be blocked by LV1 and LV2 opposing spirits.				
Death-Hydra	BS21	BS21-016_500x730.jpg	Rare	Spirit	Purple	5		Dark Snake, Astral Soul	"[LV1][LV2][LV3] (Your Attack Step) When your ""Astral Soul"" spirits attack, move 1 core from an opposing spirit to your opponent's reserve."								
The HellPatroller Valfared	BS21	Valfared1.jpg	Common	Spirit	Purple	5		Infernal Lord	[LV1][LV2] (Each Player's Attack Step) When your spirits with Curse are destroyed by your opponent, Draw 1 card from your deck.								
The CorpseBeastLord Bone-Cousseraux	BS21	BS21-018_500x730.jpg	Master Rare	Spirit	Purple	6	Rush, Immortality	Zombie	Immortality: Cost 3/4 (Either Attack Step) - This Spirit card in your Trash can be summoned when your Cost 3/4 Spirit is destroyed.	[LV1][LV2][LV3] (When Summoned) Move 1 core from your opponent's field to their reserve.	[Rush(Condition: White Symbol)] The effect below remains active while you have a White symbol.	White core: Return 1 opposing spirit to the hand					
Quick-Mosqui	BS21	Quickmosqui1.jpg	Common	Spirit	Green	1	High Speed	Parasite	High Speed (Flash) This spirit card may be summoned from your hand during the Flash Step. In that case, the cost of this spirit and the cores to be put on this spirit must be paid or moved from your reserve.								
Harimoguri	BS21	Harimoguri1.jpg	Common	Spirit	Green	2		Blade Beast									
The CraneStar Alnair	BS21	Alnair.jpg	Rare	Spirit	Green	3		Winged Beast, Astral Soul	"[LV1][LV2] (Your Attack Step) When a spirit you control in the ""Astral Soul"" family attacks, exhaust 1 opposing spirit with 4000 BP or less"								
The WaterBug Gengrass	BS21	Gengrass2.jpg	Uncommon	Spirit	Green	4	Rush	Parasite	[LV2] (When Attacks) Exhaust 1 non-braved opposing spirit. 	[Rush(Condition: Red Symbol)] The effect below remains active while you have a Red symbol. 	Red core: Draw 1 card from your deck.						
Mandrahora	BS21	Mandrahora1.jpg	Common	Spirit	Green	4		Plant Spirit	"[LV2] (Your Attack Step) When your spirits in the ""Imaginary Beast"" family attack, move 1 core from the void to that spirit."								
Kurotanehawk	BS21	Kurotanehawk1.jpg	Common	Spirit	Green	4	Windstorm	Winged Beast	[LV1][LV2][LV3] Windstorm: 2 - (When Attacks) When this spirit is blocked, your opponent exhausts the specified number of spirits they control.								
The GreatGrassBird Sotetsunia-Condor	BS21	BS21-025_500x730.jpg	Master Rare	Spirit	Green	5		Winged Beast	[LV1][LV2] Your opponent can't bring the core of your Winged Beast spirits to less then their LV1 cost.	[LV2] (Each Player's Attack Step) When an opposing spirit is exhausted by your magic effects, refresh this spirit.							
The CrimsonInsect Benikamikiran	BS21	Benikami1.jpg	Common	Spirit	Green	6		Parasite	"[LV2] (Each Player's Attack Step) When you summon a spirit or brave that has ""High Speed"", this spirit is refreshed."								
The TenSwordSaint Gohonkaku	BS21	BS21-027_500x730.jpg	Master Rare	Spirit	Green	7		Sword Master, Shellman	"[LV1][LV2][LV3] (When Attacks) When only the opposing spirit is destroyed by comparing BP, refresh 2 ""Parasite"" spirits you control."	[When Braved][LV2][LV3] (When This Spirit Brave Attacks) Exhaust 2 opposing spirits.							
Prod-Falcon	BS21	Prodfalcon1.jpg	Common	Spirit	White	1	Charge	Armed Machine	[LV3] Charge- Increase the number of Spirits refreshed by your effects by 1.								
Rishiakirin	BS21	Rishiakirin1.jpg	Uncommon	Spirit	White	2	Invincibility	Giant Beast	[LV1][LV2] Heavy Armor: Red/Green - This spirit cannot be affected by opponent's red and green spirit, brave, nexus or magic effects.	"[LV2] All of your purple spirits with ""Rush"" get ""Heavy Armor: Red/Green""."							
The CrimsonGoddess Mach	BS21	Goddessmach1.jpg	Uncommon	Spirit	White	3	Invincibility	Ice Princess	[LV1][LV2][LV3] (Opponent's Attack Step) This spirit can block when exhausted. 	[LV2][LV3] Heavy Armor: Red/Purple - This spirit cannot be affected by opponent's red and purple spirit, brave, nexus or magic effects.							
The Sacred Gaebolg	BS21	Gaebolg1.jpg	Common	Spirit	White	3	Charge	Armed Machine	[LV2] Charge- Increase the number of Spirits refreshed by your effects by 1.								
The HoundMachine Asterio-Venera 9	BS21	The_HoundMachine_Asterio-Venera_9.jpg	Common	Spirit	White	3		Armed Machine, Astral Soul	"[LV1][LV2][LV3] (Opponent's Attack Step) When an opposing spirit attacks, refresh 1 ""Astral Soul"" spirit you control."								
The ImperialMachine Geneshield	BS21	Geneshield1.jpg	Common	Spirit	White	4	Charge	Armed Machine	[LV1][LV2][LV3] Charge- Increase the number of Spirits refreshed by your effects by 1.	[LV2][LV3] (When Blocks) If only the opposing spirit is destroyed by comparing BP, return 1 opposing spirit to the hand.							
The ClairvoyantMachineDeity Diareen	BS21	Diareen1.jpg	Master Rare	Spirit	White	5		Armed Machine	[LV1][LV2][LV3] (Your Opponent's Attack Step) When a White Spirit you control blocks, that Spirit gets +3000BP.	[LV3] (Your Opponent's Attack Step) All your opponent's non-braved Spirits must attack if possible.							
Nega-Kangaroo	BS21	Negakangaroo1.jpg	Common	Spirit	White	6		Machine Beast									
The TenSwordSaint Zanba-Kong	BS21	BS21-036_500x730.jpg	Rare	Spirit	White	7	Rush	Sword Master, Machine Beast	[LV2][LV3] (When Attacks) Return 1 opposing nexus to the hand.	[Rush(Condition: Green/Blue Symbol)] The effect below remains active while you have a Green/Blue symbol.	Green core: Exhaust 1 opposing spirit.	Blue core: Once per turn, by exhausting 1 nexus you control, you can refresh this spirit	[When Braved] [LV3] (Your Opponent's Attack Step) If your brave spirit destroys only the opposing spirit by comparing BP, move a core from your opponent's life to their reserve				
Kamelonpan	BS21	Kamelonpan1.jpg	Common	Spirit	Yellow	2		Confection	[LV1][LV2] (When Destroyed) Draw 1 card from your deck.								
Vodyanoi	BS21	Vodyanoi2.jpg	Common	Spirit	Yellow	2		Imaginary Beast									
The Angelia Lissele	BS21	Lissele1.jpg	Uncommon	Spirit	Yellow	3	Charge	Divine Spirit	[LV1][LV2] (Your Attack Step) This spirit can't attack.	[LV1][LV2] Charge - Increase the BP decrease of your effects by 1000	"[LV2] (Each Player's Attack Step) All your spirits in the ""Divine Spirit"" family get +2000BP"						
Gatoblepas	BS21	Gatpblepas1.jpg	Common	Spirit	Yellow	3	Holy Life	Imaginary Beast	[LV1][LV2][LV3] Holy Life (When Attacks) When the opponent's life is decreased by this Spirit's Attack, put one core from the Void to your Life.								
Adopentan & Charl	BS21	Adopentan1.jpg	Common	Spirit	Yellow	4		Song Bird, Divine Spirit	[LV1][LV2][LV3] When an opposing Spirit has its BP brought down to 0 for the first time this turn, Draw 1 card from your deck	[LV2][LV3] (Opponent's Attack Step) All opposing Spirits cannot refresh.							
The TenSwordsSaint Narasimha	BS21	Narasimha1.jpg	Master Rare	Spirit	Yellow	5	Rush	Sword Master, Imaginary Beast	[LV1][LV2][LV3] (When Attacks) This spirit can't be blocked by [LV1] opposing spirits.	[When Braved][LV2][LV3] (When Attacks) Return 1 Cost 2 Spirit card from your Trash to your hand.	[Rush(Condition: Green Symbol)] The effect below remains active while you have a Green symbol.	Green core: Exhaust an opposing spirit.					
DarkIberix	BS21	Darkiberix1.jpg	Common	Spirit	Yellow	5	Rush	Imaginary Beast	LV2][LV3] (When Attacks) This spirit can't be blocked by LV1 and LV2 opposing spirits.	[Rush(Condition: Green Symbol)] The effect below remains active while you have a Green symbol	Green core: Exhaust 1 opposing spirit						
The MadBeast Toukotsu	BS21	Toukotsu1.jpg	Common	Spirit	Yellow	6	Rush	Imaginary Beast	[LV1][LV2] (When Blocks) Return 1 Yellow Magic Card from your Trash to your Hand.	[Rush(Condition: Green/White Symbol)] The effect below remains active while you have a Green/White symbol.	Green core: Move a Core from the Void to this Spirit	White core: Return 1 opposing Spirit with 4000 BP or less to their hand					
The Angelia of Beauty Caphopeia	BS21	BS21-045_500x730.jpg	Rare	Spirit	Yellow	6		Divine Spirit, Astral Soul	[LV1][LV2][LV3] (When Attacks) During this turn, 1 opposing spirit gets -3000 BP.	"[LV2][LV3] (Your Attack Step) All your ""Astral Soul"" spirits can't be blocked by opposing spirit with 0 BP."							
Yanakurage	BS21	Yanakurage1.jpg	Common	Spirit	Blue	1		Fusion Beast	[LV1][LV2] (Your Opponent's Attack Step) Opposing spirits with a cost of 0 can't attack.								
The SuperHumanGiant Adolphus	BS21	Adolphus1.jpg	Common	Spirit	Blue	2		Fighting Spirit	"[LV1][LV2] (Your Attack Step) When a spirit you control in the ""Fighting Spirit"" family attacks, that spirit gets +2000 BP and 1 card is discarded from the top of your opponent's deck."								
Ryuuguushi	BS21	Ryuugushi1.jpg	Common	Spirit	Blue	3	Rush	Fusion Beast	[LV1][LV2][LV3] (When Battles) During this battle, all opposing spirits cannot refresh.	[Rush(Condition: Purple Symbol)] The effect below remains active while you have a purple symbol.	Purple core: Move 1 core from any opposing spirits to their reserve.						
The SeaCarver Napoleo	BS21	Napoleo1.jpg	Common	Spirit	Blue	3		Creator									
Gel-Goroth	BS21	Gelgoroth1.jpg	Common	Spirit	Blue	4	Rush	Fusion Beast	[LV1][LV2] (When Summoned) Destroy 1 opposing spirit with a cost of 3.	[Rush(Condition: Red/Purple Symbol)] The effect below remains active while you have a Red/Purple symbol.	Red core: Destroy 1 opposing nexus.	Purple core: Draw 1 card from your deck					
Dark-Squalo	BS21	Darksqualo1.jpg	Common	Spirit	Blue	4		Fusion Beast	[LV2] This spirit is also treated as a red spirit.								
The TenSwordSaint Brud-Sainos	BS21	BS21-052_500x730.jpg	Master Rare	Spirit	Blue	5		Sword Master, Beast Head	"[LV1][LV2][LV3] (Each Player's Attack Step) When your opponent activates a burst, by destroying 1 ""Fusion Beast"" spirit you control, that burst's effect is negated and is discarded"	"[When Braved][LV2][LV3] (When Battles) This spirit gets +2000BP for each ""Fusion Beast"" spirit you control."							
The StarEater Yashiganid	BS21	Yashiganid2.jpg	Uncommon	Spirit	Blue	5	Rush	Fusion Beast	"[LV1][LV2] (When Summoned) Destroy 1 opposing spirit in the ""Divine Spirit"" family."	[Rush(Condition: Purple Symbol)] The effect below remains active while you have a purple symbol.	"Purple core: Destroy 1 opposing spirit in the ""Astral Soul"" family. "	[LV2] Opposing spirits can't activate Charge					
The GiantHero Heraclas	BS21	BS21-054_500x730.jpg	Rare	Spirit	Blue	6		Fighting Spirit, Astral Soul	[LV1][LV2][LV3] When your opponent increases their hand due to their effects, for each card they gain, discard 1 card from the top of your opponent's deck	"[LV2][LV3] (Your Attack Step) When the attacks from your ""Astral Soul"" spirits decrease your opponent's life, discard cards from the top of your opponent's deck equal to that spirit's cost"							
Gornic-Eagle	BS21	Gorniceagle1.jpg	Common	Brave	Red	3		Flying Fang	Brave: Cost 3 or more	[LV1] (When Summoned) Destroy 1 opposing Nexus	[When Braved] (When This Spirit Brave Attacks) This spirit gets +5000 BP.						
Pteranostone	BS21	Pteranastone1.jpg	Uncommon	Brave	Red	5		Machine Dragon	Brave: Cost 4 or more	[LV1] (When Summoned) Destroy 2 opposing spirits with 3000 BP or less.							
The HellBeastRider Shitori	BS21	BS21-057_500x730.jpg	Rare	Brave	Purple	3		Infernal Lord	Brave: Cost 3 or more	[When Braved] (When Destroyed) Exhaust 2 opposing spirits							
Gargoylas	BS21	Gargoylas1.jpg	Common	Brave	Purple	4		Evil Shadow	Brave: Cost 4 or more	[When Braved] (When This Spirit Brave Attacks) When this spirit's effect discards cards from your opponent's deck, move 1 core from your opponent's field to their reserve							
Karakuripelican	BS21	Karakuripelican1.jpg	Common	Brave	Green	3		Winged Beast	Brave: Green Symbol	[LV1] While this brave is in spirit condition, this spirit gets 1 green symbol	[When Braved] (When this Spirit Brave Attacks) When only the opposing spirit is destroyed by comparing BP, refresh this spirit						
The InsectivoreGrass Drosella	BS21	Drosella1.jpg	Uncommon	Brave	Green	4		Plant Spirit	Brave: Cost 4 or more	[When Braved] (When This Spirit Brave Attacks) When this spirit's attack decreases your opponent's life, add 1 core from the void to this spirit.							
The SatelliteMachine Pioneer V	BS21	The_SatelliteMachine_Pioneer_V.jpg	Common	Brave	White	3		Armed Machine	Brave: White Symbol	[When Braved] (When Blocks) This Spirit gets +3000BP.							
The CrossArrowBeast Cross-Bongo	BS21	The_CrossArrowBeast_Cross-Bongo.jpg	Common	Brave	White	4		Machine Beast	Brave: Cost 4 or more	[When Braved] (When Blocks) Move 1 Core from the Void to this Spirit. If this Spirit has a Purple Symbol, move 1 Core from the opponent's Field to their Reserve.							
GurumiPanda	BS21	GurumiPanda.jpg	Common	Brave	Yellow	4		Toy Beast	Brave: Cost 4 or more	[When Braved] When this Spirit is destroyed by the opponent, move 1 core from the Void to your Life.							
BurikiTiger	BS21	Burikitiger1.jpg	Uncommon	Brave	Yellow	4	Holy Life	Hunter Beast	Brave: Cost 3 or more	[LV1] While this brave is in spirit condition, this spirit gets 1 yellow symbol.	[When Braved] Holy Life (When This Spirit Brave Attacks) When your opponent loses a Life Core due to this Spirit's attack, add one Core from the Void to your Life.						
Dive-Arms	BS21	Divearms1.jpg	Common	Brave	Blue	3		Artificial Soldier	Brave: Blue Symbol	[LV1] While this brave is in spirit condition, it gets 1 blue symbol.	[When Braved] (When This Spirit Brave Attacks) Return 1 nexus card from your trash to your hand.						
The DeepSeaDragon Lovliss	BS21	The_DeepSeaDragon_Lovliss.jpg	Uncommon	Brave	Blue	5		Fusion Beast	Brave: Cost 4 or more	[LV1] (When Summoned) Return all White/Blue Nexus cards from your Trash to your hand.							
The Apollonia Cavern Temple	BS21	The_Apollonia_Cavern_Temple.jpg	Common	Nexus	Red	5			[LV1][LV2] When this Nexus is destroyed by the opponent, destroy 1 opposing Spirit with 10000BP or less.	"[LV2] (Your Attack Step) When your Spirits with ""Charge""/""Rush"" attacks, destroy 1 opposing Spirit with 1000BP or less."							
The Dark Coffin Cave	BS21	The_Dark_Coffin_Cave.jpg	Common	Nexus	Purple	3			"[LV1][LV2] (Opponent's Attack Step) All your Spirits' ""Curse"" becomes ""Curse (When Blocks) At the end of the battle, destroy 1 opposing Spirit which attacked."""	[LV2] (Every Attack Step) When cores on opposing Spirit are brought to 0 due to your effects, Draw 1 card from your deck.							
The Big Tree of Ryuketsu	BS21	The_Big_Tree_of_Ryuketsu.jpg	Uncommon	Nexus	Green	3			"Flash - During this turn, 1 of your non-braved Spirits in the family ""Winged Beast"" gets +5000BP. When that Spirit is destroyed by the opponent, return it to your hand."								
The Fiana Aircraft Carrier City	BS21	The_Fiana_Aircraft_Carrier_City.jpg	Uncommon	Nexus	White	3			[LV1][LV2] (Opponent's Attack Step) All your White Spirits get +3000BP.	"[LV2] (Opponent's Attack Step) When only the opposing Spirit is destroyed by comparing BP with your Spirits in the family ""Armed Machine"", move 1 core from their Life to their Reserve. This effect cannot be duplicated."							
The Four Cloud Retreat	BS21	The_Four_Cloud_Retreat.jpg	Common	Nexus	Yellow	3			"[LV1][LV2] (Your Start Step) By discarding 1 Spirit card in your hand in the family ""Imaginary Beast"" or ""Astral Soul"", move 1 Core from the Void to your Reserve. This effect can only be used once per turn."	[LV2] (Your Main Step) When you summon a Cost 7 or more Spirit, this Nexus has 3 Yellow Symbols.							
The Coral Sea of Trees	BS21	The_Coral_Sea_of_Trees.jpg	Uncommon	Nexus	Blue/Purple	5			"[LV1][LV2] (Your Attack Step) When your Blue Spirits with ""Rush"" attack, you can Draw 1 card from your deck. When you Draw a card with this effect, discard 1 card from your hand."	[LV2] (Your Attack Step) At the beginning of the Step, by moving 1 core from your life to your reserve, during this turn, every player cannot activate their set Bursts.							
Burning Force	BS21	BS21-073_500x730.jpg	Rare	Magic	Red	5			Flash - Destroy 1 opposing Spirit with 4000BP or less.	[Rush(Condition: Purple/Yellow Symbol)] This ability remains active while you have a Purple/Yellow Symbol.	Purple Symbol : You can Summon 1 Cost 7 Spirit card from your Trash. However, any (When Summoned) effect cannot activated.	Yellow Symbol : During this battle, a Spirit you control cannot be blocked by opposing Spirits with Cost 6 or more.					
Volcanic Break	BS21	Volcanic_Break.jpg	Common	Magic	Red	5			(Main) Destroy all opposing Nexuses. For each Nexus destroyed by this effect, Draw 1 card from your deck.	(Flash) During this turn, target Spirit gets +3000 BP.							
Deadly Hex	BS21	Deadly_Hex.jpg	Uncommon	Magic	Purple	4			Flash - By destroying 1 spirit you control, your opponent must destroy 1 spirit they control.	[Rush(Condition: White/Yellow Symbol)] The following effects activate in sequence when you have White/Yellow symbols.	White Symbol : Return an opposing spirit to the hand. 	Yellow Symbol : During this turn, treat an opposing spirit as LV1.					
Soul Slide	BS21	Soul_Stride.jpg	Common	Magic	Purple	5			(Flash) Target 2 opposing Spirits. Move cores on the targeted Spirits to the reserve so that there is only 1 core left on each of them.								
Velotical Wind	BS21	Velotical_Wind.jpg	Common	Magic	Green	3			"Flash - During this turn, 1 of your non-braved Spirits in the family ""Winged Beast"" gets +5000BP. When that Spirit is destroyed by the opponent, return it to your hand."								
Binding Web	BS21	BS21-078_500x730.jpg	Rare	Magic	Green	5			Flash - Your opponent must exhaust 2 of their Spirits.	[Rush(Condition: Red/Blue Symbol)] This ability is active while you have a Red/Blue Symbol.	Red Symbol : Destroy 1 opposing Nexus.	Blue Symbol : Return 1 Nexus from your Trash to your hand.					
Eternal Defense	BS21	Eternaldefense1.jpg	Common	Magic	White	3			(Flash) Choose 1 Spirit you control. During this turn, the chosen spirit can block even when exhausted.								
White Out	BS21	BS21-080_500x730.jpg	Rare	Magic	White	4			Main - Return all opposing Nexus to the hand.	[Rush(Condition: Green/Blue Symbol)] This ability remains active while you have a Green/Blue Symbol.	Green Symbol : Exhaust 1 opposing Spirit.	"Blue Symbol : During this turn, your opponent cannot activate a burst with the condition ""After your life is decreased""."					
